x,y,filename
0.1807221970042532,-0.00888141839951593,Create a programming language
0.1937672659716585,0.012076726310054185,Programming languages
0.15571623644553798,0.20061575833938922,Inspectional reading
0.0995334111613989,0.17754221643313392,Reading philosophy
0.13830865160639744,0.2086328592351824,Reading imaginary
0.17109416823743628,0.2512539864492407,Reading technics should differ depending on book type
0.15774566920953054,0.13238921307596607,Elementary reading
0.18343912877793697,0.2121373935351643,Re-reading books
0.1371138531718687,0.21020473217300012,Evaluate a book
0.11864282257183231,0.15823959398211762,Syntopical reading
0.17651787996616217,0.2528384255157085,The four levels of reading
0.14220187365504527,0.18602264096684368,Reading science and mathematics
0.19539522129368656,0.16665357118601878,Speed reading
0.1700920057616546,0.1855232357670439,Selective reading
0.170419501761837,0.1421693496444735,Reading history
0.1261158193424981,0.09470272184034294,Reading biographies
0.14392691417087325,0.21187271312444803,Reading digests
0.17682639492583957,0.11309182115392803,Reading news
0.1470128870651733,0.2486266467651186,Analytical reading
0.1666308159210264,-0.0901055700664603,Augmented reality
0.1847211729729171,-0.10047626033497144,AR devices
0.16254063194034268,-0.08144878409360912,Mixed reality
0.179951881146709,-0.09216752072021048,No-code tools for AR
0.23437716412164325,-0.025025856937958682,Video
0.21454041958162434,-0.08274328970374074,Premiere Pro
0.244762945210778,-0.050282261541990135,Make great videos
0.14367414681579346,-0.11192511925938527,Hyperinflation
0.1754142068230111,-0.04050836787978211,Printing more money could create inflation
0.1255321864253831,0.004511759912372309,Music theory
0.17933917502837715,-0.10001393059629597,One drop pattern
0.18962764075814964,-0.03612204395966976,Circle of fifth
0.1516302894840749,-0.07921479362572033,Harmonic Minor
0.14910751981514717,-0.07119280250214474,Contrapuntal music (in film)
0.13391084311408774,-0.07134365003618408,Chords progressions
0.2221095138778923,-0.10775950700599413,Freemium
0.20755013674769668,-0.006576952374410523,Writing on Medium
0.16638102978133565,-0.0778475050075282,Newsletters
0.1588280753943879,-0.052530354406700355,Somatosensory
0.2506876477096015,0.04287642203560249,Working memory
0.16325061334291877,-0.08250530023014536,Hardware
0.1834042431222207,-0.12171353056231954,DSP (Digital Signal Processor)
0.11812097323805228,-0.09316489610483186,ALU (Arithmetic Logic Unit)
0.16511385770036588,-0.1329742396866588,Raspberry Pi
0.17772098536303982,-0.1414589131830913,ARM (Advanced RISC Machines)
0.2019534037712052,-0.05432780702151752,RAM (Random-Access Memory)
0.07964899554903986,-0.14330790547526598,Places
0.08791754779114974,-0.05435297296168975,Third places
0.05699593734097744,-0.09669884635325335,State controlled saving plans
0.1732489672387253,-0.0402540774048287,Stock markets
0.15305557269080597,-0.042567220119476556,Real estate
0.033183113730552674,0.07320244166679349,Old books
0.16781008545153808,-0.08040432855881777,Cryptocurrencies
0.141279424657687,-0.10709359040946607,Exchange Traded Funds (ETF)
0.220543735083521,-0.022903591212775083,Saving habit
0.217126312942913,-0.04978677145952094,Emergency fund
0.18851475117369593,-0.0385971781865894,My investment strategy
0.19279923239439856,-0.03176637044380869,Personal finances
0.10946717930484146,-0.10554354480688838,AudioSet dataset
0.17577925206556588,-0.09159014038804501,Sound classification
0.14218049987500514,-0.08324144214145271,Mel Spectogram
0.11882529301037423,-0.07324979635392254,Welcome in my mind 🧠
0.18965753147686454,-0.07616083632957021,Soundproofing
0.2255374238591841,0.1183503516610607,The zettelkasten method and how to take smart notes
0.22063921366542377,0.06734057244607829,Fleeting notes to capture thoughts
0.2138579014881144,0.058400056319911554,Zettelkasten for musicians
0.2038058300301121,0.02779029995547772,Open-closed principle makes Zettelkasten closer to its original design
0.1625505472439625,0.13361315220133616,Litterature note to quote and reference content
0.2542727153740538,0.18420176139025982,Writing is the only thing that count
0.2087055315296734,0.10478031487694038,Permanent notes to link and develop
0.138858974157902,0.1920066415952919,202107062037 Critics need rhetoric
0.11882991556948277,0.26242982708287454,"202107071942 Books never solve practical problems, action does"
0.2272537919284529,0.12939474374322624,202106122210 Expert can rely on their intuition
0.26099337052548227,0.10391260362247674,"202107032023 Don't be an expert, make unexpected connections instead"
0.2737929365267179,0.08824764049237596,202106201717 Avoid immobility by starting projects as drafts
0.1259620766345515,0.11945537928241727,202107062101 Don't read with a dictionnary
0.22922164562621222,0.13756111924891962,202106131144 Learning has multiple phases
0.1181602899860494,0.23165342016174092,202107061345 Interpretative reading
0.19782675635798003,0.08270413984523704,202106152233 Thinking about solutions to previous problem helps finding creative solutions
0.11676175567180713,0.24420556397978488,202107071935 The two types of practical books
0.10258737553952683,0.016738848108735344,202109222330 Is Thus Spake Zarathoustra has any historical fundements?
0.1960052264917036,0.14941016610248847,202106172137 Writing a lot trigger the large number theory on finding great topics
0.22300639943222345,0.16905269723833297,202106122212 Better taking note by hand
0.13171801571055766,0.25278705270100016,202107062109 Don't use extrinsic aid synchronously
0.09427027758150962,0.16281614352349483,202107062046 Book completeness as an indiscutable argument
0.1503490441637826,0.14508485484611577,202106270022 Teaching require empathy
0.15120444253044232,0.21307272142896735,202106290039 Don't stop on unknown references when reading
0.197599807868711,-0.0035733010168614117,202106270039 Best collectors are artists
0.09938010052613304,0.1922029270850849,202107072126 Imaginary litterature is harder to read
0.26164619654472104,0.11011769211307837,202106122322 Remembering is bringing back memory to conscious mind
0.20791701386890138,0.12227034035749679,202106122339 Don't worry about slipbox's completeness
0.2787962030076457,0.05785436497999302,"202107032032 Focus is for executing, openess is for creativity"
0.15913441590837563,0.15583541446811439,202106131132 Litterature notes helps comparing different authors ideas
0.21547938874988226,0.06718343208118249,202106152303 Laxism is a threat to creativity
0.15822496420464857,0.11386241759381376,202107272301 Our mental growth don't have limit
0.14525319464743056,0.10686172565798747,~ What are litterature notes?
0.23667357104954787,0.23239762434842673,202106122307 Reading with a pen in hand is a way to test our understanding
0.22601723277751906,0.16791094384499994,202106122336 Understanding improve strenght retrieval
0.15026523079071413,-0.03369129379730221,"202106270036 Don't search for good taste, search for pleasant things"
0.19708250922457368,0.09159617036470585,202106122329 Multiplying notes connections free us from unexpected cues
0.0964980765799739,0.05091677231990671,202106270049 Collectors should have an antilibrary
0.2266583390786816,0.07293212982128222,202106201723 Learning shouldn't be linear but graph oriented
0.13310162759002175,0.18266276639736517,202107072122 Be careful about practical book's propaganda
0.10218148532339741,0.24258549037009206,202107071931 Analytical reading apply on non-fiction
0.21768926408215677,0.1183419273863468,202106131120 Index notes like a writter
0.21701739793483144,0.032337452723042406,202106131155 Paradigm shifts comes from little steps toward a direction
0.21868177338360634,0.05593173885729381,202106152243 Creativity and thinking better flourish under restrictions
0.23729478861474343,0.13850864543206673,202106122248 Storing notes in our slipbox is investing in ourself
0.20072489152032266,0.0925454333382693,"202106122343 The slipbox is a tool to think in, not about"
0.21728120782826651,0.09327048987335504,202106152240 Solutions are just trade offs and can't be perfect
0.17872268282107698,0.10466199146796429,202106270032 Aided and unaided learning
0.11801603258040097,0.17143714035504415,202107032150 Questioning a book to read more actively
0.12883972876553706,0.228661099495394,202107061349 Criticizing a book is a reader obligation toward the author
0.14165081114423908,0.1176929750181333,202107052315 Grasp author's key sentences and arguments in a book
0.2512815862858846,0.20417300080301698,202106122315 Reading without writing isn't learning
0.1776798940348452,0.2236550324060849,202106270021 The three kinds of reading
0.19163115936459377,0.09269936528136215,202106131114 Note connections helps find patterns accross non related subjects
0.1702148528945308,0.15144711572229708,202107052256 Find the important keywords in a book help analysis
0.22837004887788032,0.1277818150741341,202106152224 Finding creative and functional solutions require abstraction
0.16744567256253898,0.2476694764008008,202107062058 Read with exigence
0.22702180974631112,0.07557054640999829,202106152315 Zettelkasten make the act of choosing topic seamless
0.22920395475133262,0.08072247798022077,202106122321 Forgetting is active inhibition
0.20999240203887434,0.18579365614022716,202106122246 Smart notes are about thinking beyound actual context
0.22524090327870205,0.1366541782079613,202106172158 Finding unheard ideas require open-mindness
0.24654576150823232,0.13516217696493135,202106152227 Knowing failures helps as much as knowing successes
0.1768213829561745,0.13277245013295835,202107272232 Zettelkasten and digital gardening is syntopical writing
0.1918523156198411,0.2204330762799528,202106242157 There's various level of active reading
0.20971652019858508,0.12459050157478141,202106122221 The slipbox should be agnostic
0.2700144794690829,0.1872020833128359,202106122244 Reformulating ideas enlarge our set of thinking tools
0.14582063098491344,0.20097893559392802,202107272303 Geniuses characteristics
0.21540320848856262,-0.07889019827974586,Transistors
0.1982142580710198,-0.07282474065749468,Electronics
0.22187898162939748,-0.0703739974612758,Logic gates
0.11401649999591205,-0.1043058059449034,Wiring audio cables
0.14766446803754354,-0.11927790864211762,Nixie tubes
0.19561162492415696,-0.05965441516905813,Universaly complete set
0.22751631206495093,-0.09517867040967119,Removable soundproofed studios
0.23020746356279406,-0.06502162533160467,Arranging studios in a building
0.05111288925187933,-0.1611388677324877,Preamp
0.18289637365958644,-0.10307284632797614,Compressor
0.20906750529176132,-0.05832707675350808,Monitors
0.17192580962105117,-0.11316549481807131,Distortion
0.17310662078956934,-0.10434927002678406,Microphones
0.188367653585287,-0.10399598864991429,Audio interface
0.21456447928810987,-0.09635458890177971,Top of the line studio gear configurations
0.028870448061698542,0.041280693855824294,Books and Binders
0.16379548251603235,-0.04161871840227647,A brief computer history
0.18542978477052524,-0.05059190823493151,SOLID
0.21311065906202764,-0.03941638023132166,Turing completeness
0.1446136773014315,-0.055119829479421435,Oriented Object Programming
0.14360661976594485,0.01386963725989171,Memex
0.1951785505698373,0.013967648635428976,202106122320 Differences between Slipbox and Second-brain?
0.11128868768652339,0.137664627743283,202109222326 Thoughts fragment
0.19150532427093964,-0.016808640179431008,202106152307 Restrict time on tasks to focus on the real value
0.15718642227585303,-0.037090832946785154,"202107061403 Memex, second brain, PKM, digital garden, what's the differences?"
0.2143391154903296,0.01308906292824669,202106131148 Practice jazz improvisation by following learning phase principle
0.2096906805811215,0.002129714703049751,202106152301 Binary code has the best restriction-output ratio
0.20516148111075994,0.034942481404324315,202106152252 Imposing restrictions to fight the blank page syndrome
0.16307245019750335,0.0919554792593128,~ What are fleeting notes?
0.21290517608147697,0.03337323187082783,202106172218 Slipbox can make working on multiple manuscrits at the same time seamless
0.18472534030479065,-0.08556953551646954,202109181532 Domestic Cozy
0.2702021197831319,0.016442794609393175,202106172211 Focus isn't what we do but what we don't do
0.06382584910813754,-0.04927802206136856,202107122234 Quadrivium and Trivium
0.15387666281865653,0.21773690501530443,202106290027 Make analytical TL;DR of chapters in books
0.22302920694902878,0.06835488869968431,202106122301 Viewing notes toward the Golden Circle framework helps stating on the relevance of ideas
0.17555848795864168,0.05626893021337521,202106122255 Empty notes are better than no notes at all
0.13286985219142497,0.014851778032692688,Axioms
0.17936546167579853,-0.05650173799174522,Normal distribution
0.11810444156257897,-0.12612084525636535,Mixing fundings strategy
0.16190889527439806,-0.11854352497084264,Seed round
0.21715147593054507,-0.08643160437898166,Pitch deck
0.24753632483723764,-0.03728819510650822,Fundraising
0.18326226953135646,-0.08553775596340063,VC lists
0.09728656151738185,-0.14012217995391973,Pitching a VC - SaaS case
0.23403820586909146,-0.08879893183311961,Making underwater videos
0.22800370166271652,-0.08953103329648886,Gas blending
0.16568467172350124,-0.16431532740820756,Hyperoxic trimix
0.16454613082507938,-0.14228069322270434,Normoxic trimix
0.16368967941394816,-0.06951930627909679,Partial pressure
0.19921989403007898,-0.11709165315709302,Nitrox
0.17834886700748528,-0.15222623956232856,Hypoxic trimix
0.20379249808952007,-0.15631625043103994,Trimix
0.16126345827178518,-0.10260424240940498,Hyperoxia
0.2176233671890861,-0.10007936271085174,Nitrogen narcosis
0.21193981291105074,-0.11364737350396467,Decompression sickness
0.19564126838519155,-0.08913043987636911,Scuba diving
0.06642098754411481,-0.10153919921682335,Redbone - Childish Gambino
0.10440760683779192,-0.12739693645445255,Rapture - Koffee
0.05536890380732468,-0.06254695928173673,Giant Steps - John Coltrane
0.0262500728532835,-0.10727407096883446,Armando's Rhumba - Chick Corea
0.11758628171684347,-0.05967900628131924,~ Full list of the song I learned - Map of content
0.06339698077514197,-0.07008930683373334,Nemesis - Aaron Parks
0.08765821519556977,-0.06619914612251829,All the things you are - Jerome Kern
0.1136346578782908,-0.09829659682941665,Running Away - Bob Marley and the Wailers
0.0882170608004318,-0.10989226004472925,Crazy Baldhead - Bob Marley and the Wailers
-0.1352748800594091,-0.04945167133243429,Voyage Autour Du Monde (Tome I) - Dumont D'urville
-0.08912672129313169,-0.07213250002901729,"Plongées Autour Du Monde - Jean Bernard Carillet, Olivier Oudon"
-0.12925334321622273,0.004057644828529975,"Encyclopédie Progressive Ou, Abrégé Des Sciences, Des Arts Et Des Connaissances Utiles (Tome II) - Mlle M. Forgame"
-0.21809917806321008,0.004036098106044625,Les Voyages D'Ulysse - Mythologie
-0.2089923291886317,-0.025499711211008927,"Rap Ta France - José Louis Bocquet, Philippe Pierre Adolphe"
-0.11522865814095132,-0.004715480879179336,Dilemmes De Prisonniers Et Stratégies Dominantes : La Théorie Des Jeux #7 - Fernando Corbalán
-0.2176618981622627,-0.00040520859431809,Vie Privée De Louis Xv   Tome Premier - Unknown
-0.2053340623679621,0.04879400716081114,Tout Alice - Lewis Carroll
-0.01701922177594557,0.16044753942057893,The Smart Thinking Book - Kevin Duncan 
-0.08757286614355156,0.022359260009398807,Devenez Un Grand Orateur Ted   Les 9 Secrets Des Prises De Paroles Les Plus Brillantes - Carmine Gallo
-0.1714411917913285,0.009496305947149007,Théâtre Complet Tom 2 - William Shakespeare
-0.14981063082982352,0.09613689386264825,La Lecture Rapide - Tony Buzan
-0.1821422420300007,0.01758183873206772,La Vie Secrète Des Nombres : Les Bizarreries Des Mathématiques #27 - Joaquín Navarro
-0.17468288987511635,0.04166755665340552,"Construction 4.0 - Karim N’essaie, Christian Grellier, Edward Woods "
-0.109449573563202,0.04277671213669219,Tout Le Monde N'a Pas Eu La Chance De Rater Ses études - Olivier Roland
-0.17459541691390934,0.047568640812203536,Sur Le Rêve - Sigmund Freud
-0.22588383457537112,-0.047179079256134626,"Le Royaume Des Animaux 21 : Python Rous - Maurice Burton, Robert Burton "
0.04382330699730123,0.04092527396079592,The 4-hour Workweek - Tim Ferris
-0.14817548730493924,0.06368604776379011,Les Onze Lois De La Réussite - Anthony Robbins
-0.14144000718175617,0.02721417964644551,Business   Les Grandes Idées Tout Simplement  - Various
-0.12483401763405486,0.00890665955024853,"Le Mythe De La Singularité, Faut Il Craindre L’intelligence Artificielle ? - Jean Gabriel Ganascia"
-0.21198940928821017,-0.012558140794047271,Voyages Extraordinaires : Les Indes Noires  - Jules Verne 
-0.19203297830252317,0.04108807445822504,Les Oracles De Nostradamus : Tome 2 - Nostradamus
-0.15901808869574893,-0.0026931932217301386,Le Papillon Et La Tornade : Théorie Du Chaos Et Changement Climatique #28 - Carlos Madrid
-0.2117944005651642,-0.009751234582737193,"Dictionnaire 1965 Vol 3 : No Z - Augé, Gillon, Holier Larousse, Moreau"
0.054847710255095806,0.04598948855169127,Making Music - 74 Creative Strategies For Electronic Music Producers - Dennis De Santis
-0.24199370865292238,-0.027295062794385646,"Le Royaume Des Animaux 11 : Grand Herm - Maurice Burton, Robert Burton "
-0.17318285653807777,0.023192396449633182,L'art De Compter : Combinatoire Et énumération #30 - Juanjo Rué
-0.14377615753418183,0.0277152842567333,"Exercices De Piano Pour Les Nuls - David Pearl, Marc Rozenbaum"
-0.13338021599423527,0.004859615149806887,Thérèse Raquin - émile Zola
-0.14626512035403705,-0.03676713486062769,"Trap, Rap, Drogue, Argent, Survie - Guillaume Heuguet & Etienne Menu"
-0.09465161838866509,0.0013303200766911665,"Encyclopédie Progressive Ou, Abrégé Des Sciences, Des Arts Et Des Connaissances Utiles (Tome I) - Mlle M. Forgame"
-0.15958348934882058,0.013237570882369288,Exploration Sans Limite : L'infini En Mathématique #16 - Enrique Gracían
-0.224421528274667,0.011408779241066782,Le Théâtre Au Xviiième Siècle - Beaumarchais
-0.21346377147166665,-0.00552793393544259,Oeuvres Complètes : Théâtre - Guy De Maupassant
-0.23428182742053086,-0.03950294822124247,"Le Royaume Des Animaux 22 : Rous Sarce - Maurice Burton, Robert Burton "
-0.08499064989367856,0.0972949264120176,Computer Science Distilled  - Wladston Ferreira Filho
-0.214174356410011,0.005729361116632345,Le Monde Du Jazz - Jim Godbolt
-0.14821090447035487,0.05719475648476083,"La Machine De Turing  - Alan Turing, Jean Yves Girard "
-0.20899459450196484,0.018018914423929635,Histoire Générale Et Particulière - Comte De Bufon
-0.17537893852904177,9.77400860591596e-05,La Musique Des Sphères : Astronomie Et Mathématique #25 - Maria Ros
-0.17677856960730334,0.026893403421877033,"1791, La Dernière Année De Mozart - H.C. Robbins Landon"
-0.1864561365486228,-0.0026283980175037546,Missel Des Béatitudes - Unknown
-0.18634613992909901,-0.015150216343595813,Petits Et Grands Musées De Paris - Valérie A Appert
-0.2653340954572556,0.04240862921432126,De L'allemagne - Mme De Staël
-0.22972618889603022,-0.0025287432911784025,"La Ruée Des Licornes - Nicolas Hazard, Anne Rodier"
-0.16036092382039224,0.048510522378351656,Comment être Heureux - Arthur Schopenhauer
0.033838982891369385,0.05767105499015731,~ My library - MoC
-0.17093493044665156,0.06234523237672983,La Logique Ou L'art De Penser - Unknown
-0.12071491241915742,0.04406792842057216,The relative and absolute encyclopedia of knowledge - Bernard Weber
-0.2230507230311236,-0.041973365655302075,"Le Royaume Des Animaux 23 : Sardi Synbra - Maurice Burton, Robert Burton "
-0.23564501954536846,-0.005796124538352573,Dictionnaire Des Auteurs Français - Unknown
-0.21707415974004,-0.017342991521163587,"Dictionnaire 1965 Vol.1 : A Em - Augé, Gillon, Holier Larousse, Moreau"
-0.2223075819045865,-0.016956554579109565,La Musique Des Origines à Nos Jours - Norbert Dufourcq
-0.17081173598502358,0.02790547557089037,L'énigme De Fermat : Trois Siècles De Défi Mathématique #8 - Albert Violant Holz
-0.22550062076792965,0.04071618376982816,Intempéries - R. Lehmann
-0.08342880335710692,-0.020235305761998182,Germinal - Emile Zola
-0.17965083768953935,0.008969065348547271,La Partition Intérieure - Jacques Siron
-0.2337400861576555,0.0058119697025668625,Oeuvres Complètes : Chroniques Inédites I - Guy De Maupassant
0.12368977855555613,0.24518691013633884,How To Take Smart Notes - Sönke Ahrens
-0.1753630430509653,-0.039554896171112734,De La Lyre D'orphée à La Musique électronique - Jacqueline Jamin
-0.24448776322341473,0.050359452157852626,Le Mystère Des Dieux - Bernard Werber
-0.170161983765315,0.03659713821865698,La Certitude Absolue Et Les Autres Illustions : Les Secrets De La Statistique #26 - Pere Grima
-0.15372522304382422,0.01101470311274875,"Traité Complet D’harmonie, Théorie Et Pratique  - Emile Durand"
-0.22575155424524593,-0.005882178438674875,Au Capucin Gourmand - Henri Béraud
-0.220796769662002,0.02795771227428826,"Jules Verne, Hetzel Et Les Cartonnages Illustrés - Philippe Jauzac"
-0.24869873332708015,-0.044423362307477815,"Le Royaume Des Animaux 6 : Coul Des - Maurice Burton, Robert Burton "
-0.15351929225088481,-0.0015884474950881404,"La Crise économique De 1929, Anatomie D'une Catastrophe Financière - J.K. Galbraith"
-0.21962899549920495,-0.04883375102411284,"Le Royaume Des Animaux 16 : Migra Néoto - Maurice Burton, Robert Burton "
-0.17416038601552297,0.03628534611899405,"Chopin, Vie Et Oeuvre - Sylvie Oussenko"
-0.22202076687064592,0.01915692378333221,L'art Poétique - Nicolas Boileau
-0.22042145799976354,-0.036881053261539884,"Le Royaume Des Animaux 2 : Asi Bub - Maurice Burton, Robert Burton "
-0.22152393246778035,-0.03917008049450093,"Le Royaume Des Animaux 19 : Phalan Podar - Maurice Burton, Robert Burton "
-0.1572122877084844,-0.012602820594597264,Sur Le Bout De La Langue   Le Plaisir Du Mot Juste - Bertrand Périer
-0.14419705609010583,0.06817851641220188,Animal Farm - Georges Orwell
-0.23846794043355413,-0.028101455955254147,"Le Royaume Des Animaux 18 : Ours Phalan - Maurice Burton, Robert Burton "
-0.2057830947421277,0.03585939652722927,"Le Cid, Horace, Cinna, Polyeucte - Corneille"
-0.13372978017718853,-0.015062197136597403,Habiter Demain - Bouygues Construction
-0.12270769798932361,0.04607422429370778,Cabinet Of Wonders - Viktor Wynd's
-0.03204666121839175,0.07141374895686192,The Art of Controversy - Arthur Schopenhauer
-0.21511032741185981,-0.057692185965640234,"Le Royaume Des Animaux 15 : Maca Mésite - Maurice Burton, Robert Burton "
-0.14931162522720925,0.0243515829582422,Petit Cours D'autodéfense Intellectuelle - Normand Baillargeon
-0.14176710949679583,0.0027719878153089827,Théorie Des Musiques Actuelles Par L’écoute - Jean Christophe Hoarau
-0.22137184636416715,0.051675018976224084,Les Frères Karamazov I - Dostoïevski
-0.0279872482009891,0.059986660677339196,Anyone Can Become An Entrepreneur - Oussama Ammar
-0.1457997276448024,0.04216426672551633,Human Machine  - Jean De La Rochebrochard
-0.20071878784659866,-0.016735522076837678,"Xavier Niel : La Voie Du Pirate  - Solveig Godluck, Emmanuel Paquette "
-0.20862083174495732,-0.0347649805282404,"Le Royaume Des Animaux 20 : Pogon Pyros - Maurice Burton, Robert Burton "
-0.05126939763631954,0.13402733735715916,Essentialism - Greg Mc Keown
-0.16284321513551622,-0.010197259286961677,La Quatrième Dimension : Notre Univers Est Il L'ombre D'un Autre ? #5 - Raúl Ibáñez
-0.007139793389898133,0.004628572775839099,The Art of Noise - Luigi Russolo
-0.1670782553907328,-0.0015113651572975263,La Planète Maathématique : Un Voyage Numérique Et Géométrique à Travers Les Monde #36 - Miquel Albertí
-0.14909312638882588,0.08142980068843146,Taschen's London - Agelika Taschen
-0.12036134421709553,-0.024453187690872125,Journey to the center of the earth - Jules Verne
-0.17449223469465056,0.04480822999697886,Aide Mémoire De L’ingénieur  - Philippe Huguenin 
-0.22027886157105622,-0.006769354451257377,Vingt Mille Lieues Sous Les Mers - Jules Verne
-0.17333301715117036,-0.009482585031631432,"L'harmonie Est Numérique : Musique Et Mathématiques #11 - Javier Arbonés, Pablo Milrud"
-0.1892598768861656,0.06532196458238335,Jane Eyre - Charlotte Bronte
-0.21777694632232134,0.010700272955888395,Chroniques Du Règne De Charles Ix - Prosper Mérimée
-0.1702049921967646,0.005678834492582978,100 Personnages Clés De La Mythologie  - Malcolm Day
-0.13248724815954835,-0.01681723192810438,Jusqu'à Ce Que L'algèbre Nous Sépare : La Théorie Des Groupes Et Ses Applications #31 - Janvier Fresán
-0.21576153681501622,-0.02647904768978994,"Andromaques, Britannicus, Iphigénie, Phèdre - Jean Racine"
-0.129419515167022,0.05850933526449728,Steve Jobs - Walter Isaacson
