X,Y,Z,FaceLabels
0.008694541286973334,0.4258206052802566,-0.0005325530478784938,README
0.006955957682559855,0.4291906787228057,-0.0012290064911602062,Welcome in my mind ðŸ§ 
0.026707119604725826,0.43799109639682465,-0.002038324953960983,Syntopical reading
0.04253014746612094,0.4308645219792111,-0.0008859105760999312,Reading biographies
0.044360593280192595,0.4459005762856779,-0.0018074718861733408,Re-reading books
0.03479826199629177,0.4348782002470948,-0.0019609622334473306,Selective reading
0.014089100455599746,0.425282769873782,-0.0017263565040081092,README
0.02397071223430458,0.4339460101802268,-0.0020843851361364136,Reading imaginary
0.01114368467422544,0.46112175346564843,-0.0024500081081790946,Welcome in my mind ðŸ§ 
0.038915171042690155,0.4344957800818926,-0.0017799103508097758,Reading history
0.03149031820791459,0.43912646726171534,-0.0021317258154308462,The four levels of reading
0.03526441246014944,0.429420775205793,-0.0016375690132881893,Evaluate a book
0.042931053689659215,0.4388750255253995,-0.0014369148208921495,Reading digests
0.03613559303937086,0.44072875971304826,-0.0023103107840791314,Speed reading
0.01729419444873226,0.44618757462476777,-0.0037844931597098806,Reading philosophy
0.027553108469536958,0.4480855271858194,-0.0035375072438648524,Reading philosophy
0.030008065582480037,0.4311954179466886,-0.002506952165995319,Syntopical reading
0.02431981497176483,0.4410746392425277,-0.0029854539073268464,Reading technics should differ depending on book type
0.01748571038471447,0.4359125739073721,-0.003294643437505914,Inspectional reading
0.03715748824410581,0.44864794639104766,-0.0036593313263657548,Speed reading
0.021771615193886595,0.42816113023791624,-0.002892974987855673,Elementary reading
0.011991918814511116,0.4317851707252722,-0.0026991079147893242,Contact me ðŸ’Œ
0.015412092373738084,0.45144490557096584,-0.0042407515717698945,Reading imaginary
0.029315841615342064,0.45061704163906025,-0.003714566987722491,Reading science and mathematics
0.013624655236567196,0.442912900183584,-0.0040358873012774615,Programming languages
0.018311739890408574,0.4570077556776341,-0.003837311132060436,Create a programming language
